job_title,Company,Company_Location,Post On,Job_link
Analista de Datos,Turing,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/analista-de-datos-at-turing-3527016360?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=ofx2r9XMkUGOIcJaOUkwoQ%3D%3D&position=1&pageNum=3&trk=public_jobs_jserp-result_search-card
Sr. SQL Database Developer,FutureNow Technologies,"Lahore, Punjab, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/sr-sql-database-developer-at-futurenow-technologies-3524604602?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=moGmuRvOWkWFr%2B%2BiZILiIQ%3D%3D&position=2&pageNum=3&trk=public_jobs_jserp-result_search-card
Sr. Data Researcher I,S&P Global,"Islamabad, Islāmābād, Pakistan",2 days ago,https://pk.linkedin.com/jobs/view/sr-data-researcher-i-at-s-p-global-3535680711?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=4BDjehmo92WvArrXJqE83w%3D%3D&position=3&pageNum=3&trk=public_jobs_jserp-result_search-card
Artificial Intelligence (AI) / Machine Learning Intern,Greenie Web,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/artificial-intelligence-ai-machine-learning-intern-at-greenie-web-3520340940?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=GKfl8VQmX6KO3F9X9%2BFl9w%3D%3D&position=4&pageNum=3&trk=public_jobs_jserp-result_search-card
Senior BI Consultant,Teradata,"Islamabad, Islāmābād, Pakistan",2 weeks ago,https://pk.linkedin.com/jobs/view/senior-bi-consultant-at-teradata-3509196511?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=kA0%2FB%2F4Qd7H%2BHUCqpQzRVQ%3D%3D&position=5&pageNum=3&trk=public_jobs_jserp-result_search-card
Data Automation Analyst / Engineer (JAVA),Afiniti,"Lahore, Punjab, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/data-automation-analyst-engineer-java-at-afiniti-3281581939?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=PRBx%2BNDn45h6gjRUT%2Bz1gQ%3D%3D&position=6&pageNum=3&trk=public_jobs_jserp-result_search-card
Data Automation Analyst / Engineer (JAVA),Afiniti,"Islamabad, Islāmābād, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/data-automation-analyst-engineer-java-at-afiniti-3281586439?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=oez%2BkIXo2snJbHR5h7CGXA%3D%3D&position=7&pageNum=3&trk=public_jobs_jserp-result_search-card
Microsoft Applications Expert,iVolve Technologies,Pakistan,1 week ago,https://pk.linkedin.com/jobs/view/microsoft-applications-expert-at-ivolve-technologies-3521134455?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=ifECSTPtfh64I%2BDmVT1UVQ%3D%3D&position=8&pageNum=3&trk=public_jobs_jserp-result_search-card
Entry Level Developer,Bloomholic,"Karachi Division, Sindh, Pakistan",1 day ago,https://pk.linkedin.com/jobs/view/entry-level-developer-at-bloomholic-3532051097?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=UKJNNXD2FbyXV4Vt5n1B5Q%3D%3D&position=9&pageNum=3&trk=public_jobs_jserp-result_search-card
Power Apps Developer,LMKR,"Islāmābād, Pakistan",6 days ago,https://pk.linkedin.com/jobs/view/power-apps-developer-at-lmkr-3526579912?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=WcFn94ra%2FH899sdNMwpmig%3D%3D&position=10&pageNum=3&trk=public_jobs_jserp-result_search-card
Junior SQA Analyst,Contour Software,"Lahore, Punjab, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/junior-sqa-analyst-at-contour-software-3524905188?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=rh0skM1o13%2BigGHleWlgbQ%3D%3D&position=11&pageNum=3&trk=public_jobs_jserp-result_search-card
SQL Server Developer / Database Developer (SQL Server),Autymate,"Lahore, Punjab, Pakistan",2 days ago,https://pk.linkedin.com/jobs/view/sql-server-developer-database-developer-sql-server-at-autymate-3531267424?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=NOWv171Xg2zqOrEn%2BT54mQ%3D%3D&position=12&pageNum=3&trk=public_jobs_jserp-result_search-card
Data Engineer,Turing,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/data-engineer-at-turing-3515758318?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=octJ7oQduLWj7ckTpwPl6A%3D%3D&position=13&pageNum=3&trk=public_jobs_jserp-result_search-card
Microsoft Power BI Developer,Matlay,"Lahore, Punjab, Pakistan",1 day ago,https://pk.linkedin.com/jobs/view/microsoft-power-bi-developer-at-matlay-3323176857?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=Zirv0aui4eUA6BJxtcl8rg%3D%3D&position=14&pageNum=3&trk=public_jobs_jserp-result_search-card
HubSpot Developer,BAT,"Lahore, Punjab, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/hubspot-developer-at-bat-3525026372?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=W7DDFUoVqBB8YaRtdivLgA%3D%3D&position=15&pageNum=3&trk=public_jobs_jserp-result_search-card
Database Migration Engineer (MongoDB/NoSQL),NorthBay - Pakistan,Pakistan,1 hour ago,https://pk.linkedin.com/jobs/view/database-migration-engineer-mongodb-nosql-at-northbay-pakistan-3228319869?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=orxDwRk3dehrYeyU0sgVNw%3D%3D&position=16&pageNum=3&trk=public_jobs_jserp-result_search-card
PENTEST Engineer,the ENTERTAINER,"Lahore, Punjab, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/pentest-engineer-at-the-entertainer-3524940884?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=Tx%2BScX0hlZ5%2FU%2BANXFyDTw%3D%3D&position=17&pageNum=3&trk=public_jobs_jserp-result_search-card
Big Data Engineer (Scala-Spark),Applaudo,"Islamabad, Islāmābād, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/big-data-engineer-scala-spark-at-applaudo-3527095628?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=oePCvrLuwkLAjQy2p%2B%2B7pg%3D%3D&position=18&pageNum=3&trk=public_jobs_jserp-result_search-card
Graph Database Developer,Finosys,"Clifton, Sindh, Pakistan",2 weeks ago,https://pk.linkedin.com/jobs/view/graph-database-developer-at-finosys-3504139318?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=kMI6hpbNTkTo8UCF3ZZlyg%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card
Manager of insight and Analytics,"dinCloud Pakistan, An ATSG Company","Islamabad, Islāmābād, Pakistan",3 weeks ago,https://pk.linkedin.com/jobs/view/manager-of-insight-and-analytics-at-dincloud-pakistan-an-atsg-company-3494463238?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=%2B3AajbQFiJHC4Q2ItwNwNA%3D%3D&position=20&pageNum=3&trk=public_jobs_jserp-result_search-card
Database Engineer II-1,S&P Global,"Islamabad, Islāmābād, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/database-engineer-ii-1-at-s-p-global-3527672154?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=i90VWmdv5hxz6Vm3o%2FkPjw%3D%3D&position=21&pageNum=3&trk=public_jobs_jserp-result_search-card
HubSpot Developer,BAT,"Lahore, Punjab, Pakistan",1 minute ago,https://pk.linkedin.com/jobs/view/hubspot-developer-at-bat-3498602859?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=4CEZ3aFM%2F4GlE5slQPbleA%3D%3D&position=22&pageNum=3&trk=public_jobs_jserp-result_search-card
Junior WordPress Developer,Xgrid.co,"Lahore, Punjab, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/junior-wordpress-developer-at-xgrid-co-3530945346?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=3ggtdHq%2BzNVm4w%2FHQ8zcFw%3D%3D&position=23&pageNum=3&trk=public_jobs_jserp-result_search-card
Big Data Engineer (Scala-Spark),Applaudo,"Sindh, Pakistan",6 days ago,https://pk.linkedin.com/jobs/view/big-data-engineer-scala-spark-at-applaudo-3529309641?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=%2BX0UQnHAYVeh3HKxYjMWuw%3D%3D&position=24&pageNum=3&trk=public_jobs_jserp-result_search-card
Data Engineer,Turing,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/data-engineer-at-turing-3514786809?refId=C02ICJv30Q9j0g997G%2FBCQ%3D%3D&trackingId=Lwqq8EpK%2BO9wHbDt%2FOqwjA%3D%3D&position=25&pageNum=3&trk=public_jobs_jserp-result_search-card
Data Engineer,Turing,Pakistan,2 days ago,https://pk.linkedin.com/jobs/view/data-engineer-at-turing-3533231844?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=T38fU10S%2BpNJjAhxvjgZzA%3D%3D&position=1&pageNum=4&trk=public_jobs_jserp-result_search-card
SQL Developer,Turing,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/sql-developer-at-turing-3518651848?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=GyQ7xFfoIYUcvvjgc0KzPA%3D%3D&position=2&pageNum=4&trk=public_jobs_jserp-result_search-card
Bi Developer | 3 Years Experience,Manafa Technologies,"Lahore, Punjab, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/bi-developer-3-years-experience-at-manafa-technologies-3527616988?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=%2Ff7hHYLirDsJqAb7ujum6g%3D%3D&position=3&pageNum=4&trk=public_jobs_jserp-result_search-card
Big Data Engineer (Scala-Spark),Applaudo,"Islāmābād, Pakistan",6 days ago,https://pk.linkedin.com/jobs/view/big-data-engineer-scala-spark-at-applaudo-3529312187?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=Ao%2BnqFp5MTb6%2BC6N5jF5Jw%3D%3D&position=4&pageNum=4&trk=public_jobs_jserp-result_search-card
Big Data Engineer (Scala-Spark),Applaudo,"Punjab, Pakistan",6 days ago,https://pk.linkedin.com/jobs/view/big-data-engineer-scala-spark-at-applaudo-3529311205?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=d7zsYZK2KtvPbBf1SSEpyg%3D%3D&position=5&pageNum=4&trk=public_jobs_jserp-result_search-card
IT Trainee Engineer,INTECH Automation & Intelligence,"Lahore, Punjab, Pakistan",1 month ago,https://pk.linkedin.com/jobs/view/it-trainee-engineer-at-intech-automation-intelligence-3490997835?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=8GGplNEy403AblEi0a1VlQ%3D%3D&position=6&pageNum=4&trk=public_jobs_jserp-result_search-card
Sr. Business Intelligence Consultant,Confiz,"Lahore, Punjab, Pakistan",2 weeks ago,https://pk.linkedin.com/jobs/view/sr-business-intelligence-consultant-at-confiz-3507696799?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=iEOEXiZk7ebsmUitmU66mw%3D%3D&position=7&pageNum=4&trk=public_jobs_jserp-result_search-card
Expert System Engineer,Afiniti,"Islamabad, Islāmābād, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/expert-system-engineer-at-afiniti-3497159090?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=Ii0%2FJHXJ%2BOxUcb6pn9zkNQ%3D%3D&position=8&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Intern,Jaffer Business Systems,"Karāchi, Sindh, Pakistan",57 minutes ago,https://pk.linkedin.com/jobs/view/data-intern-at-jaffer-business-systems-3534275695?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=pL%2F68WX1SGlmTH%2Fs7hG6oA%3D%3D&position=9&pageNum=4&trk=public_jobs_jserp-result_search-card
Associate PowerApps Developer,qordata PK,"Karāchi, Sindh, Pakistan",6 days ago,https://pk.linkedin.com/jobs/view/associate-powerapps-developer-at-qordata-pk-3530384604?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=iFgfD5LqPup%2FGdAanh82ag%3D%3D&position=10&pageNum=4&trk=public_jobs_jserp-result_search-card
Expert System Engineer,Afiniti,"Lahore, Punjab, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/expert-system-engineer-at-afiniti-3497156487?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=aHg6CXQvSGUwEV%2B8%2FbXQKQ%3D%3D&position=11&pageNum=4&trk=public_jobs_jserp-result_search-card
Analista de Datos Senior,Turing,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/analista-de-datos-senior-at-turing-3530684958?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=kRWazF2m9dIo%2BwhaxSbZ9w%3D%3D&position=12&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Automation Analyst / Engineer (JAVA),Afiniti,"Karachi Division, Sindh, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/data-automation-analyst-engineer-java-at-afiniti-3281582838?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=r%2FrIAN%2BNU2v9LdsghcqKhg%3D%3D&position=13&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Engineer,Turing,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/data-engineer-at-turing-3519964639?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=lrPbrgU7l%2BhDDUJ9b4JYvA%3D%3D&position=14&pageNum=4&trk=public_jobs_jserp-result_search-card
Senior Business Intelligence Developer,LiveGreeter,"Lahore, Punjab, Pakistan",2 days ago,https://pk.linkedin.com/jobs/view/senior-business-intelligence-developer-at-livegreeter-3531680016?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=7ieAPzm1KZSWCE9QUnqlWA%3D%3D&position=15&pageNum=4&trk=public_jobs_jserp-result_search-card
"Developer, Trilogy (Remote) - $60,000/year USD",Crossover,"Islamabad, Islāmābād, Pakistan",10 hours ago,https://pk.linkedin.com/jobs/view/developer-trilogy-remote-%2460-000-year-usd-at-crossover-3533788526?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=F6ZLWN0uWu4u%2F%2BBf862qRw%3D%3D&position=16&pageNum=4&trk=public_jobs_jserp-result_search-card
SIEM Engineer,Afiniti,"Lahore, Punjab, Pakistan",2 weeks ago,https://pk.linkedin.com/jobs/view/siem-engineer-at-afiniti-3305269592?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=zghdhlEWRzlMin1%2B7VF6hA%3D%3D&position=17&pageNum=4&trk=public_jobs_jserp-result_search-card
SIEM Engineer,Afiniti,"Islamabad, Islāmābād, Pakistan",2 weeks ago,https://pk.linkedin.com/jobs/view/siem-engineer-at-afiniti-3305270482?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=JbMcyK%2Fh5GERr36dpuou%2Bw%3D%3D&position=18&pageNum=4&trk=public_jobs_jserp-result_search-card
Senior Data Engineer,Afiniti,"Lahore, Punjab, Pakistan",2 days ago,https://pk.linkedin.com/jobs/view/senior-data-engineer-at-afiniti-3354854282?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=3FkZl%2FruEYfg%2BN9%2FF35m3Q%3D%3D&position=19&pageNum=4&trk=public_jobs_jserp-result_search-card
Intermediate Analytics Engineer I & II (Proactive Pipeline),Jazz,"Islamabad, Islāmābād, Pakistan",3 weeks ago,https://pk.linkedin.com/jobs/view/intermediate-analytics-engineer-i-ii-proactive-pipeline-at-jazz-3495979991?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=zem2cph36XtJ95FHz7VBSA%3D%3D&position=20&pageNum=4&trk=public_jobs_jserp-result_search-card
Senior Data Engineer,Afiniti,"Lahore, Punjab, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/senior-data-engineer-at-afiniti-3315953284?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=DoInmssex%2B9j%2Flg7Lr9Gig%3D%3D&position=21&pageNum=4&trk=public_jobs_jserp-result_search-card
Senior Data Engineer,Afiniti,"Lahore, Punjab, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/senior-data-engineer-at-afiniti-3376294008?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=J%2BchTiV7tsK4gQ00CWdr0Q%3D%3D&position=22&pageNum=4&trk=public_jobs_jserp-result_search-card
Senior Data Engineer,Afiniti,"Islamabad, Islāmābād, Pakistan",2 days ago,https://pk.linkedin.com/jobs/view/senior-data-engineer-at-afiniti-3354853395?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=4y6E85zrxsXeBCFeTRtt%2Fw%3D%3D&position=23&pageNum=4&trk=public_jobs_jserp-result_search-card
Senior Data Engineer,Afiniti,"Lahore, Punjab, Pakistan",3 weeks ago,https://pk.linkedin.com/jobs/view/senior-data-engineer-at-afiniti-3354854265?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=kWP9LezsmZH8lfBBKQ6%2Beg%3D%3D&position=24&pageNum=4&trk=public_jobs_jserp-result_search-card
Senior Data Engineer,Afiniti,"Islamabad, Islāmābād, Pakistan",2 days ago,https://pk.linkedin.com/jobs/view/senior-data-engineer-at-afiniti-3354854270?refId=oioeNBv3txS2Iv%2BYrR4%2Fkg%3D%3D&trackingId=OTEkRJp%2BZ%2F1oYVtEbIsXEw%3D%3D&position=25&pageNum=4&trk=public_jobs_jserp-result_search-card
Data Automation Analyst / Engineer (JAVA),Afiniti,"Peshawar, Khyber Pakhtunkhwa, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/data-automation-analyst-engineer-java-at-afiniti-3281587228?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=73GuMlvKYc68O%2BP0uzKnTA%3D%3D&position=1&pageNum=5&trk=public_jobs_jserp-result_search-card
Software Support Engineer,Xad Technologies (Pvt) Ltd,"Islamabad, Islāmābād, Pakistan",2 days ago,https://pk.linkedin.com/jobs/view/software-support-engineer-at-xad-technologies-pvt-ltd-3531675053?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=kauSJx4P1tj%2FbUvedD2FBQ%3D%3D&position=2&pageNum=5&trk=public_jobs_jserp-result_search-card
Expert System Engineer,Afiniti,"Peshawar, Khyber Pakhtunkhwa, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/expert-system-engineer-at-afiniti-3497156501?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=ntbyXATGAZEoK333vte7vQ%3D%3D&position=3&pageNum=5&trk=public_jobs_jserp-result_search-card
Senior Data Engineer,Afiniti,"Lahore, Punjab, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/senior-data-engineer-at-afiniti-3312687749?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=NyvhVXNKkiTUl0tAXmzBFw%3D%3D&position=4&pageNum=5&trk=public_jobs_jserp-result_search-card
Business Intelligence Developer,BAT,"Lahore, Punjab, Pakistan",6 days ago,https://pk.linkedin.com/jobs/view/business-intelligence-developer-at-bat-3526536840?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=kcyMD8ezJYon7KsKkF%2BWMg%3D%3D&position=5&pageNum=5&trk=public_jobs_jserp-result_search-card
Supply Chain Digital Lead,Unilever,"Karāchi, Sindh, Pakistan",1 day ago,https://pk.linkedin.com/jobs/view/supply-chain-digital-lead-at-unilever-3532227425?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=VW7JTGzWiGgOMpUV5auoTA%3D%3D&position=6&pageNum=5&trk=public_jobs_jserp-result_search-card
Expert System Engineer,Afiniti,"Karachi Division, Sindh, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/expert-system-engineer-at-afiniti-3497159095?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=io206MfxHtmiEIU2N1Yr2A%3D%3D&position=7&pageNum=5&trk=public_jobs_jserp-result_search-card
Senior Data Engineer,Afiniti,"Islamabad, Islāmābād, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/senior-data-engineer-at-afiniti-3376292356?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=SulL7xdbqVOYGmXeXp86lA%3D%3D&position=8&pageNum=5&trk=public_jobs_jserp-result_search-card
Shopify developer,Savvy Programmers,"Lahore, Punjab, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/shopify-developer-at-savvy-programmers-3527023283?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=qreE%2FjHQu8LHNKlfLcq0Hw%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card
Associate/Junior Computer Vision Engineer,Beam,"Karāchi, Sindh, Pakistan",1 month ago,https://pk.linkedin.com/jobs/view/associate-junior-computer-vision-engineer-at-beam-3505012665?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=O5%2FaK6v9VsWLRc0MIvdUyA%3D%3D&position=10&pageNum=5&trk=public_jobs_jserp-result_search-card
Assistant UX Analyst,CureMD,"Lahore, Punjab, Pakistan",23 hours ago,https://pk.linkedin.com/jobs/view/assistant-ux-analyst-at-curemd-3533272572?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=0q09D8puVMpPVIcpfskRcQ%3D%3D&position=11&pageNum=5&trk=public_jobs_jserp-result_search-card
Lead Data Engineer,Afiniti,"Lahore, Punjab, Pakistan",2 weeks ago,https://pk.linkedin.com/jobs/view/lead-data-engineer-at-afiniti-3303517167?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=%2B9NIeYWuXffaVOifNxvJhg%3D%3D&position=12&pageNum=5&trk=public_jobs_jserp-result_search-card
Azure Data Engineer,Fusemachines,"Islamabad, Islāmābād, Pakistan",2 weeks ago,https://pk.linkedin.com/jobs/view/azure-data-engineer-at-fusemachines-3506933965?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=0OVffhhFGeKyHvBJGFnVaA%3D%3D&position=13&pageNum=5&trk=public_jobs_jserp-result_search-card
Data Engineer,Turing,Pakistan,1 week ago,https://pk.linkedin.com/jobs/view/data-engineer-at-turing-3516684056?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=5VO5uLFktOF3mjKy14FWCQ%3D%3D&position=14&pageNum=5&trk=public_jobs_jserp-result_search-card
SIEM Engineer,Afiniti,"Karachi Division, Sindh, Pakistan",2 weeks ago,https://pk.linkedin.com/jobs/view/siem-engineer-at-afiniti-3305270481?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=SQWnhEdo1BgU%2FPDH2ZdvaA%3D%3D&position=15&pageNum=5&trk=public_jobs_jserp-result_search-card
Lead Data Engineer,Afiniti,"Islamabad, Islāmābād, Pakistan",2 weeks ago,https://pk.linkedin.com/jobs/view/lead-data-engineer-at-afiniti-3303515376?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=IFV6JnyD55QOavYOk%2FTcIg%3D%3D&position=16&pageNum=5&trk=public_jobs_jserp-result_search-card
Storage Engineer,SNSKIES,"Islamabad, Islāmābād, Pakistan",23 hours ago,https://pk.linkedin.com/jobs/view/storage-engineer-at-snskies-3533282870?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=Y%2BT0sfBD1nUZY3r8Z2bHWA%3D%3D&position=17&pageNum=5&trk=public_jobs_jserp-result_search-card
Senior Data Engineer,Afiniti,"Islamabad, Islāmābād, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/senior-data-engineer-at-afiniti-3315950677?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=QICwV5RLAH615L0tA5PTyg%3D%3D&position=18&pageNum=5&trk=public_jobs_jserp-result_search-card
Senior Data Engineer,Afiniti,"Islamabad, Islāmābād, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/senior-data-engineer-at-afiniti-3312692439?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=FBAemeWphS6mKffR9%2BPmuA%3D%3D&position=19&pageNum=5&trk=public_jobs_jserp-result_search-card
Senior Data Engineer,Afiniti,"Peshawar, Khyber Pakhtunkhwa, Pakistan",1 day ago,https://pk.linkedin.com/jobs/view/senior-data-engineer-at-afiniti-3354855089?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=TZGuyHE2ij1dRwpdPQeZYg%3D%3D&position=20&pageNum=5&trk=public_jobs_jserp-result_search-card
Data Collector,Appen,"Peshawar, Khyber Pakhtunkhwa, Pakistan",4 days ago,https://pk.linkedin.com/jobs/view/data-collector-at-appen-3525769591?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=D%2B5e9%2FIrFs3GUbj%2FWm90Eg%3D%3D&position=21&pageNum=5&trk=public_jobs_jserp-result_search-card
Tableau Developer,Agency Partner Interactive,"Karāchi, Sindh, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/tableau-developer-at-agency-partner-interactive-3517430298?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=UCJUwi1UG%2BZ9qH5h9C%2FqNA%3D%3D&position=22&pageNum=5&trk=public_jobs_jserp-result_search-card
Senior Data Engineer,Afiniti,"Karachi Division, Sindh, Pakistan",1 day ago,https://pk.linkedin.com/jobs/view/senior-data-engineer-at-afiniti-3354853399?refId=0F4FPTuLoIV9CWrs64BGQg%3D%3D&trackingId=kLIHmjlij%2B1ZHlTzTPQqtw%3D%3D&position=23&pageNum=5&trk=public_jobs_jserp-result_search-card
